block_idx,track,timestamp_s,ground_truth_label,lumir_prediction,rms
272,All_of_the_Lights,25.26331065759637,HIGH,HIGH,0.5362846851348877
273,All_of_the_Lights,25.356190476190477,HIGH,HIGH,0.5985605716705322
274,All_of_the_Lights,25.44907029478458,HIGH,HIGH,0.5600246787071228
275,All_of_the_Lights,25.54195011337869,HIGH,HIGH,0.5202207565307617
276,All_of_the_Lights,25.63482993197279,HIGH,HIGH,0.5486044883728027
277,All_of_the_Lights,25.727709750566895,HIGH,HIGH,0.4869303703308105
278,All_of_the_Lights,25.820589569160997,HIGH,HIGH,0.4822801351547241
279,All_of_the_Lights,25.913469387755104,HIGH,HIGH,0.470848947763443
280,All_of_the_Lights,26.006349206349206,HIGH,HIGH,0.5364959836006165
281,All_of_the_Lights,26.09922902494331,HIGH,HIGH,0.5407441258430481
282,All_of_the_Lights,26.192108843537415,HIGH,HIGH,0.5126121640205383
283,All_of_the_Lights,26.28498866213152,HIGH,HIGH,0.5497907400131226
284,All_of_the_Lights,26.377868480725624,HIGH,HIGH,0.5701454877853394
285,All_of_the_Lights,26.470748299319727,HIGH,HIGH,0.5740847587585449
286,All_of_the_Lights,26.563628117913833,HIGH,HIGH,0.5611419081687927
287,All_of_the_Lights,26.656507936507936,HIGH,HIGH,0.494678646326065
288,All_of_the_Lights,26.74938775510204,HIGH,HIGH,0.5503486394882202
289,All_of_the_Lights,26.842267573696144,HIGH,HIGH,0.5307665467262268
290,All_of_the_Lights,26.93514739229025,HIGH,HIGH,0.5104017853736877
291,All_of_the_Lights,27.028027210884353,HIGH,HIGH,0.5549638867378235
292,All_of_the_Lights,27.12090702947846,HIGH,HIGH,0.5823445320129395
293,All_of_the_Lights,27.21378684807256,HIGH,HIGH,0.5063662528991699
294,All_of_the_Lights,27.30666666666667,HIGH,HIGH,0.5055387616157532
295,All_of_the_Lights,27.39954648526077,HIGH,HIGH,0.493595540523529
296,All_of_the_Lights,27.492426303854874,HIGH,HIGH,0.5234339237213135
297,All_of_the_Lights,27.58530612244898,HIGH,HIGH,0.5280624628067017
298,All_of_the_Lights,27.678185941043083,HIGH,HIGH,0.5546604990959167
299,All_of_the_Lights,27.77106575963719,HIGH,HIGH,0.583813488483429
300,All_of_the_Lights,27.86394557823129,HIGH,HIGH,0.5605476498603821
301,All_of_the_Lights,27.9568253968254,HIGH,HIGH,0.5760675072669983
302,All_of_the_Lights,28.0497052154195,HIGH,HIGH,0.5745611190795898
303,All_of_the_Lights,28.142585034013607,HIGH,HIGH,0.5817697644233704
304,All_of_the_Lights,28.23546485260771,HIGH,HIGH,0.502376139163971
305,All_of_the_Lights,28.328344671201815,HIGH,HIGH,0.5077409148216248
306,All_of_the_Lights,28.42122448979592,HIGH,HIGH,0.5141448378562927
307,All_of_the_Lights,28.514104308390024,HIGH,HIGH,0.5462436079978943
308,All_of_the_Lights,28.606984126984127,HIGH,HIGH,0.4878171682357788
309,All_of_the_Lights,28.69986394557823,HIGH,HIGH,0.5850556492805481
310,All_of_the_Lights,28.792743764172336,HIGH,HIGH,0.572141170501709
311,All_of_the_Lights,28.88562358276644,HIGH,HIGH,0.4777283370494842
312,All_of_the_Lights,28.978503401360545,HIGH,HIGH,0.4840266406536102
313,All_of_the_Lights,29.071383219954647,HIGH,HIGH,0.5091478228569031
314,All_of_the_Lights,29.164263038548754,HIGH,HIGH,0.4590160250663757
315,All_of_the_Lights,29.257142857142856,HIGH,HIGH,0.4961007833480835
316,All_of_the_Lights,29.35002267573696,HIGH,HIGH,0.5298551321029663
317,All_of_the_Lights,29.442902494331065,HIGH,HIGH,0.5913110375404358
318,All_of_the_Lights,29.53578231292517,HIGH,HIGH,0.4571361839771271
319,All_of_the_Lights,29.62866213151927,HIGH,HIGH,0.5646523237228394
320,All_of_the_Lights,29.72154195011338,HIGH,HIGH,0.5540987253189087
321,All_of_the_Lights,29.814421768707483,HIGH,HIGH,0.5262656211853027
322,All_of_the_Lights,29.90730158730159,HIGH,HIGH,0.5180073976516724
323,All_of_the_Lights,30.00018140589569,HIGH,HIGH,0.4556003510951996
324,All_of_the_Lights,30.09306122448979,HIGH,HIGH,0.4754036068916321
325,All_of_the_Lights,30.1859410430839,HIGH,HIGH,0.5747488141059875
326,All_of_the_Lights,30.278820861678003,HIGH,HIGH,0.496113508939743
327,All_of_the_Lights,30.37170068027211,HIGH,HIGH,0.5824412703514099
328,All_of_the_Lights,30.464580498866212,HIGH,HIGH,0.5627251863479614
329,All_of_the_Lights,30.55746031746032,HIGH,HIGH,0.5474815964698792
330,All_of_the_Lights,30.65034013605442,HIGH,HIGH,0.5499024391174316
331,All_of_the_Lights,30.743219954648527,HIGH,HIGH,0.535434365272522
332,All_of_the_Lights,30.83609977324263,HIGH,HIGH,0.4945935904979706
333,All_of_the_Lights,30.928979591836736,HIGH,HIGH,0.4711154401302337
334,All_of_the_Lights,31.02185941043084,HIGH,HIGH,0.4820311367511749
335,All_of_the_Lights,31.114739229024945,HIGH,HIGH,0.5576241612434387
336,All_of_the_Lights,31.207619047619048,HIGH,HIGH,0.4722476899623871
337,All_of_the_Lights,31.30049886621315,HIGH,HIGH,0.5444910526275635
338,All_of_the_Lights,31.393378684807256,HIGH,HIGH,0.5549388527870178
339,All_of_the_Lights,31.48625850340136,HIGH,HIGH,0.5306893587112427
340,All_of_the_Lights,31.579138321995465,HIGH,HIGH,0.5478906631469727
341,All_of_the_Lights,31.672018140589568,HIGH,HIGH,0.5145425200462341
342,All_of_the_Lights,31.76489795918367,HIGH,HIGH,0.5015363097190857
343,All_of_the_Lights,31.857777777777777,HIGH,HIGH,0.6029922366142273
344,All_of_the_Lights,31.950657596371883,HIGH,HIGH,0.4935275614261627
345,All_of_the_Lights,32.04353741496599,HIGH,HIGH,0.5768750309944153
346,All_of_the_Lights,32.13641723356009,HIGH,HIGH,0.5694858431816101
347,All_of_the_Lights,32.229297052154195,HIGH,HIGH,0.535075306892395
348,All_of_the_Lights,32.3221768707483,HIGH,HIGH,0.5249426364898682
349,All_of_the_Lights,32.41505668934241,HIGH,HIGH,0.529946506023407
350,All_of_the_Lights,32.507936507936506,HIGH,HIGH,0.5003613233566284
351,All_of_the_Lights,32.60081632653061,HIGH,HIGH,0.4876350164413452
352,All_of_the_Lights,32.69369614512472,HIGH,HIGH,0.4742254912853241
353,All_of_the_Lights,32.78657596371882,HIGH,HIGH,0.5396141409873962
354,All_of_the_Lights,32.879455782312924,HIGH,HIGH,0.538533091545105
355,All_of_the_Lights,32.97233560090703,HIGH,HIGH,0.4960176348686218
356,All_of_the_Lights,33.065215419501136,HIGH,HIGH,0.5460786819458008
357,All_of_the_Lights,33.158095238095235,HIGH,HIGH,0.5506523251533508
358,All_of_the_Lights,33.25097505668934,HIGH,HIGH,0.5780490040779114
359,All_of_the_Lights,33.34385487528345,HIGH,HIGH,0.5541621446609497
360,All_of_the_Lights,33.436734693877554,HIGH,HIGH,0.4862244725227356
361,All_of_the_Lights,33.52961451247165,HIGH,HIGH,0.5715447664260864
362,All_of_the_Lights,33.62249433106576,HIGH,HIGH,0.5000714659690857
363,All_of_the_Lights,33.715374149659866,HIGH,HIGH,0.5092176198959351
364,All_of_the_Lights,33.80825396825397,HIGH,HIGH,0.545749306678772
365,All_of_the_Lights,33.90113378684807,HIGH,HIGH,0.5002403855323792
366,All_of_the_Lights,33.99401360544218,HIGH,HIGH,0.5054770112037659
367,All_of_the_Lights,34.08689342403628,HIGH,HIGH,0.510738730430603
368,All_of_the_Lights,34.17977324263038,HIGH,HIGH,0.4742375612258911
369,All_of_the_Lights,34.27265306122449,HIGH,HIGH,0.5492231249809265
370,All_of_the_Lights,34.365532879818595,HIGH,HIGH,0.5569267868995667
371,All_of_the_Lights,34.4584126984127,HIGH,HIGH,0.534678041934967
